Marital_status,Application_mode,Application_order,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Course_group,Is_local,Mother_edu_level,Father_edu_level,Mother_job,Father_job,Parental_education_gap,Is_both_parents_employed,Status_num,Marital_status_name,Gender_name,Scholarship_holder_name,Status_name
0,7,2,1,0,127.0,118.8,1,0,0,1,1,0,19,0,0,7,9,6,12.93333333,0,0,7,7,6,13.71666667,0,16.2,0.3,-0.92,1,2,1,0,0,0,1,0,1,,Single,Male,Tidak Beasiswa,Enrolled
0,14,1,1,13,150.0,150.0,0,0,0,1,1,0,21,0,0,6,15,5,11.85714286,0,0,6,17,5,10.57142857,0,16.2,0.3,-0.92,1,3,1,0,3,0,0,-1,1,,Single,Male,Tidak Beasiswa,Enrolled
0,15,1,1,0,125.0,130.0,1,0,0,1,1,0,20,0,2,6,7,6,12.83333333,0,0,6,9,4,13.4,0,8.9,1.4,3.51,2,2,1,2,0,2,2,39,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,0,1,1,0,143.0,138.8,0,0,0,0,1,0,18,0,0,5,9,3,11.33333333,0,0,5,8,2,13.5,0,8.9,1.4,3.51,1,0,1,0,0,0,0,0,1,,Single,Male,Tidak Beasiswa,Enrolled
0,8,1,0,0,138.0,134.5,1,0,0,1,0,0,19,0,0,6,6,6,12.66666667,0,0,6,8,6,14.375,0,12.4,0.5,1.79,2,3,1,1,0,0,0,18,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,0,1,0,0,130.0,131.4,0,0,0,1,1,0,34,0,0,5,6,5,12.4,0,0,5,9,5,13.42857143,0,13.9,-0.3,0.79,2,4,1,0,2,0,0,-35,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,11,1,1,0,130.0,102.5,0,0,1,0,1,0,37,0,0,7,7,0,0.0,0,0,7,7,1,10.0,0,8.9,1.4,3.51,0,1,1,2,2,0,0,1,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,11,1,1,7,133.1,128.8,1,0,0,1,1,0,43,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,7.6,2.6,0.32,0,0,1,2,2,0,0,-3,0,0.0,Single,Male,Tidak Beasiswa,Dropout
0,13,1,1,0,140.0,122.9,0,0,0,1,0,0,55,0,0,5,10,1,10.0,0,0,5,8,2,12.0,2,16.2,0.3,-0.92,0,0,1,2,2,0,0,0,1,0.0,Single,Female,Tidak Beasiswa,Dropout
3,11,1,0,0,120.0,113.9,1,0,0,1,0,0,39,0,0,5,8,5,11.0,0,0,5,5,5,11.6,0,7.6,2.6,0.32,2,4,1,1,1,0,0,0,1,1.0,Divorced,Female,Tidak Beasiswa,Graduate
0,14,1,1,13,120.0,120.0,0,0,1,0,0,0,20,1,2,6,13,3,11.66666667,0,1,6,11,3,12.0,0,12.4,0.5,1.79,0,0,0,0,0,0,0,0,1,0.0,Single,Female,Tidak Beasiswa,Dropout
0,0,5,1,0,126.0,121.1,0,0,1,1,0,0,18,0,0,6,6,4,12.75,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,0,2,1,0,0,0,0,0,1,0.0,Single,Female,Tidak Beasiswa,Dropout
0,0,2,1,0,133.0,120.4,1,0,0,1,0,0,22,0,0,5,5,5,14.8,0,0,5,5,5,15.8,0,8.9,1.4,3.51,2,0,1,0,1,0,0,-16,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,0,6,1,0,103.0,100.6,1,1,0,1,0,0,22,0,0,7,9,5,13.928,0,0,8,9,7,14.34285714,0,11.1,0.6,2.02,2,2,1,0,0,0,0,-2,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,7,1,1,0,120.0,121.4,0,0,0,0,0,0,20,0,0,6,7,4,13.0,0,0,6,7,5,13.8,0,12.4,0.5,1.79,0,2,1,0,2,0,0,-37,1,0.0,Single,Female,Tidak Beasiswa,Dropout
0,11,1,0,0,133.1,109.7,0,0,0,1,0,0,29,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,0,4,1,2,2,0,0,0,1,0.0,Single,Female,Tidak Beasiswa,Dropout
0,7,1,0,0,154.0,134.1,0,0,0,1,0,0,24,0,0,5,9,2,11.5,0,0,5,11,3,14.33333333,1,7.6,2.6,0.32,1,4,1,2,2,0,0,0,1,,Single,Female,Tidak Beasiswa,Enrolled
0,7,2,1,0,130.0,127.6,1,0,0,1,0,0,18,0,0,6,6,6,11.66666667,0,0,6,8,5,13.2,0,11.1,0.6,2.02,2,2,1,1,1,0,0,0,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,7,6,1,0,132.0,132.4,1,0,0,1,0,1,22,0,0,7,8,6,13.51666667,0,0,8,9,7,13.77142857,0,11.1,0.6,2.02,2,2,1,2,1,0,0,18,1,1.0,Single,Female,Beasiswa,Graduate
0,14,1,0,13,130.0,133.4,0,0,0,1,0,1,21,0,3,6,6,6,11.5,0,2,6,7,6,13.28571429,0,12.4,0.5,1.79,2,3,1,0,1,0,0,-18,1,1.0,Single,Female,Beasiswa,Graduate
0,0,1,1,0,139.0,126.1,0,0,0,1,0,1,19,0,0,6,7,5,12.33333333,0,0,6,7,6,12.83333333,0,12.7,3.7,-1.7,2,2,1,2,2,0,0,-1,1,1.0,Single,Female,Beasiswa,Graduate
0,11,1,1,0,130.0,113.5,0,0,0,1,0,1,24,0,0,6,6,6,13.66666667,0,0,6,6,6,14.16666667,0,12.4,0.5,1.79,2,2,1,1,2,0,0,-19,1,1.0,Single,Female,Beasiswa,Graduate
0,0,1,1,0,139.0,121.3,1,0,0,1,0,1,19,0,0,8,10,6,11.83333333,0,0,8,10,6,11.83333333,0,9.4,-0.8,-3.12,1,2,1,2,2,0,0,-1,1,,Single,Female,Beasiswa,Enrolled
0,0,1,1,0,127.0,121.8,1,0,0,1,0,1,20,0,0,6,11,4,14.0,0,0,6,12,3,11.0,0,9.4,-0.8,-3.12,1,2,1,0,1,0,0,-18,1,,Single,Female,Beasiswa,Enrolled
0,0,3,1,0,167.0,159.3,0,0,0,1,0,0,19,0,0,5,7,5,14.71428571,0,0,5,5,5,15.8,0,7.6,2.6,0.32,2,0,1,2,2,2,2,0,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,11,1,0,0,130.0,120.0,0,0,0,1,0,0,27,0,0,5,12,5,10.6,0,0,5,10,5,11.0,0,9.4,-0.8,-3.12,0,4,1,2,2,0,0,0,1,0.0,Single,Female,Tidak Beasiswa,Dropout
0,0,1,1,0,130.0,129.1,1,0,0,1,0,0,18,0,0,7,9,7,13.04444444,0,0,8,10,8,13.595,0,15.5,2.8,-4.06,2,2,1,0,1,0,0,-18,1,1.0,Single,Female,Tidak Beasiswa,Graduate
1,3,1,1,2,130.0,130.0,0,0,0,1,0,0,39,0,0,6,10,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,0,2,1,0,0,0,0,-2,1,0.0,Married,Female,Tidak Beasiswa,Dropout
0,11,1,1,14,129.0,155.3,1,0,0,1,0,0,27,0,0,6,9,5,13.0,0,5,11,13,10,12.9,0,12.4,0.5,1.79,0,0,1,0,0,0,0,0,1,0.0,Single,Female,Tidak Beasiswa,Dropout
0,7,1,1,0,141.0,139.8,1,0,0,1,0,0,18,0,0,8,8,8,14.935,0,0,8,8,8,14.935,0,9.4,-0.8,-3.12,2,2,1,2,2,0,1,0,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,0,3,1,0,125.0,115.2,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,1,1,1,2,2,0,0,1,1,,Single,Female,Tidak Beasiswa,Enrolled
0,0,2,1,0,125.0,114.9,0,0,0,1,0,0,18,0,0,7,8,6,13.13333333,0,0,8,12,7,12.22142857,0,16.2,0.3,-0.92,2,2,1,1,1,0,0,0,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,14,1,1,13,130.0,131.9,0,0,0,1,0,1,21,0,3,6,7,6,12.0,0,2,6,7,6,12.0,0,13.9,-0.3,0.79,2,2,1,1,0,0,0,18,1,1.0,Single,Female,Beasiswa,Graduate
0,7,3,1,0,133.0,126.0,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,1,1,1,0,2,0,0,-36,1,,Single,Male,Beasiswa,Enrolled
0,7,1,1,0,127.0,130.2,1,0,0,1,1,0,19,0,0,6,6,5,11.4,0,0,6,8,1,10.0,0,10.8,1.4,1.74,1,2,1,0,0,0,0,0,1,,Single,Male,Tidak Beasiswa,Enrolled
0,13,1,1,0,116.0,120.9,0,0,0,1,1,0,24,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,1,2,1,0,0,0,0,0,1,,Single,Male,Tidak Beasiswa,Enrolled
3,12,1,1,11,133.1,126.0,1,0,0,1,1,0,29,0,2,7,10,5,11.9,0,1,8,10,5,11.0,0,13.9,-0.3,0.79,0,2,1,0,0,0,0,0,1,0.0,Divorced,Male,Tidak Beasiswa,Dropout
0,0,3,1,0,139.0,128.2,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,2,1,1,1,1,0,0,0,1,1.0,Single,Male,Beasiswa,Graduate
0,14,1,1,13,130.0,130.0,1,0,0,1,1,0,23,0,0,6,8,6,12.57142857,0,0,6,7,6,12.42857143,0,8.9,1.4,3.51,2,3,1,1,2,0,0,-18,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,0,3,1,0,125.0,120.1,0,0,1,1,1,0,19,0,0,5,8,5,11.2,0,0,5,10,4,10.75,3,16.2,0.3,-0.92,0,0,1,0,2,0,0,-37,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,11,1,1,0,160.0,100.0,0,0,0,1,1,0,26,0,0,6,7,6,12.0,0,0,6,8,5,10.8,0,12.7,3.7,-1.7,1,2,1,1,2,0,1,-18,1,,Single,Male,Tidak Beasiswa,Enrolled
0,7,1,1,0,148.0,134.0,0,0,0,1,1,0,18,0,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,1,0,1,2,2,0,0,1,1,,Single,Male,Tidak Beasiswa,Enrolled
0,7,1,1,0,150.0,130.8,0,0,0,1,1,0,24,0,0,7,8,7,11.975,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,2,2,1,2,1,0,0,18,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,0,1,1,0,141.0,135.8,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,0,1,1,1,1,0,1,0,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,7,4,1,0,118.0,111.7,1,0,0,1,1,0,18,0,0,6,12,3,11.66666667,0,0,6,12,1,12.0,0,12.4,0.5,1.79,0,2,1,2,2,0,0,1,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,0,2,1,0,142.0,132.9,1,0,0,1,1,0,18,0,0,6,8,6,12.33333333,0,0,6,11,3,12.33333333,0,10.8,1.4,1.74,2,2,1,2,2,0,0,0,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,7,3,1,0,120.0,115.5,1,0,1,1,1,0,18,0,0,5,8,3,10.33333333,0,0,5,11,3,10.85714286,0,10.8,1.4,1.74,0,0,1,1,1,0,0,0,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,8,4,1,0,106.0,106.0,1,0,0,1,1,1,21,0,0,6,8,4,10.5,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,0,2,1,1,2,0,0,-18,1,0.0,Single,Male,Beasiswa,Dropout
0,7,4,1,0,121.0,120.3,1,0,1,1,1,1,19,0,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,8.9,1.4,3.51,2,2,1,0,1,0,0,-18,1,1.0,Single,Male,Beasiswa,Graduate
0,7,4,1,0,150.0,130.8,0,0,0,1,1,1,22,0,0,7,7,7,14.84285714,0,0,8,9,8,15.05555556,0,16.2,0.3,-0.92,2,2,1,2,2,0,0,1,1,1.0,Single,Male,Beasiswa,Graduate
1,11,1,0,0,120.0,117.0,0,0,0,1,1,0,33,0,0,6,8,6,12.0,0,0,6,6,6,11.66666667,0,10.8,1.4,1.74,2,3,1,2,2,0,0,0,1,1.0,Married,Male,Tidak Beasiswa,Graduate
0,0,6,1,0,114.0,110.2,1,0,0,1,1,0,20,0,0,6,8,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,0,4,1,1,1,0,0,0,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,11,1,0,1,140.0,155.7,1,0,0,1,1,0,35,0,0,1,1,0,0.0,1,0,5,0,0,0.0,0,10.8,1.4,1.74,0,4,1,0,0,0,0,0,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,11,1,1,3,160.0,180.4,0,0,1,1,1,0,24,0,6,12,17,6,12.16666667,0,7,12,14,10,13.3,0,12.4,0.5,1.79,0,3,1,0,0,0,0,0,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,7,1,1,0,120.0,125.5,0,0,0,1,1,0,18,0,0,5,6,5,12.0,0,0,5,8,3,11.33333333,0,12.7,3.7,-1.7,1,2,1,1,1,0,0,0,1,,Single,Male,Tidak Beasiswa,Enrolled
1,11,1,0,0,130.0,110.0,1,0,0,1,0,0,33,0,0,6,7,6,11.0,0,0,6,11,5,11.0,0,9.4,-0.8,-3.12,2,3,1,2,2,0,0,0,1,1.0,Married,Female,Tidak Beasiswa,Graduate
0,12,1,1,0,160.0,161.0,1,0,0,1,0,1,22,0,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,2,2,1,2,2,0,0,-1,1,1.0,Single,Female,Beasiswa,Graduate
0,11,1,1,0,120.0,100.0,0,0,0,1,0,1,25,0,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,2,2,1,0,1,0,0,-18,1,1.0,Single,Female,Beasiswa,Graduate
0,7,1,1,0,124.0,117.6,1,0,0,1,1,0,20,0,0,6,9,6,10.66666667,1,0,6,6,5,11.2,0,7.6,2.6,0.32,2,2,1,1,2,0,0,-19,0,1.0,Single,Male,Tidak Beasiswa,Graduate
0,0,6,1,0,143.0,128.7,1,0,0,1,1,0,23,0,0,5,6,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,1,0,1,2,2,0,0,1,1,,Single,Male,Tidak Beasiswa,Enrolled
0,13,2,1,0,115.0,112.2,1,0,1,1,1,0,18,0,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,1,0,1,2,1,0,0,19,1,,Single,Male,Tidak Beasiswa,Enrolled
0,11,1,1,0,133.1,100.8,0,0,0,1,1,0,24,0,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,0,2,1,0,0,0,1,0,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,7,2,1,0,133.1,105.0,1,0,0,0,0,0,21,1,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,2,2,0,1,0,0,0,18,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,5,1,1,0,133.1,100.0,0,0,0,1,0,0,26,1,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,0,0,0,0,0,0,0,0,1,0.0,Single,Female,Tidak Beasiswa,Dropout
1,11,1,1,7,133.1,115.5,0,0,0,1,0,0,39,0,0,6,12,3,12.66666667,0,0,6,14,0,0.0,1,7.6,2.6,0.32,0,4,1,2,2,0,0,3,0,0.0,Married,Female,Tidak Beasiswa,Dropout
1,11,1,0,0,133.1,114.0,0,0,0,1,0,0,44,0,2,8,11,8,11.875,0,0,6,7,6,12.33333333,0,12.7,3.7,-1.7,2,3,1,2,1,0,0,18,1,1.0,Married,Female,Tidak Beasiswa,Graduate
0,5,1,1,0,130.0,137.0,1,0,0,1,1,0,19,1,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,1,0,0,2,0,0,0,35,1,,Single,Male,Tidak Beasiswa,Enrolled
0,0,5,1,0,135.0,124.9,1,0,0,1,0,0,18,0,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,8.9,1.4,3.51,2,2,1,2,0,0,0,36,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,0,5,1,0,132.0,120.3,1,0,0,1,0,1,18,0,0,7,7,7,13.75,0,0,8,9,8,14.47777778,0,12.4,0.5,1.79,2,2,1,2,2,0,0,0,1,1.0,Single,Female,Beasiswa,Graduate
0,0,1,1,0,135.0,134.3,1,0,0,1,0,0,19,0,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,1,2,1,0,0,0,0,-1,1,,Single,Female,Tidak Beasiswa,Enrolled
0,0,4,1,0,115.0,111.5,1,0,1,0,0,0,19,0,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,0,2,1,0,0,0,0,0,1,0.0,Single,Female,Tidak Beasiswa,Dropout
0,16,1,1,15,130.0,128.8,0,0,0,1,0,0,21,0,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,0,2,1,2,2,0,0,0,1,0.0,Single,Female,Tidak Beasiswa,Dropout
0,0,4,1,0,133.1,110.0,1,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,2,1,1,0,0,0,1,0,1,1.0,Single,Female,Tidak Beasiswa,Graduate
1,11,1,0,0,130.0,113.5,1,0,0,1,0,0,36,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,0,3,1,2,2,0,0,0,1,0.0,Married,Female,Tidak Beasiswa,Dropout
3,11,1,1,8,133.1,160.0,0,0,0,1,0,0,43,0,13,18,19,18,14.63157895,0,10,13,14,13,14.23076923,1,15.5,2.8,-4.06,2,3,1,2,2,0,0,0,1,1.0,Divorced,Female,Tidak Beasiswa,Graduate
0,8,1,1,0,123.0,117.4,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,0,4,1,1,1,0,0,0,1,0.0,Single,Female,Tidak Beasiswa,Dropout
0,15,1,1,0,130.0,122.2,0,0,1,1,0,0,20,0,4,10,12,10,13.0,0,5,11,11,11,12.27272727,0,11.1,0.6,2.02,2,2,1,0,0,0,0,2,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,0,2,1,0,122.0,118.2,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,0,2,1,2,2,0,0,-1,1,0.0,Single,Female,Tidak Beasiswa,Dropout
0,0,1,1,0,113.0,106.7,1,0,0,1,0,0,20,0,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,0,2,1,0,0,0,0,0,1,0.0,Single,Female,Tidak Beasiswa,Dropout
0,0,5,1,0,111.0,108.2,1,0,0,1,0,0,20,0,2,7,9,6,13.26666667,0,0,7,10,5,12.3,0,12.4,0.5,1.79,0,2,1,0,0,0,0,-1,1,0.0,Single,Female,Tidak Beasiswa,Dropout
0,7,2,1,0,133.1,107.0,1,0,0,1,0,0,20,0,0,7,12,6,11.66666667,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,1,4,1,1,0,0,0,18,1,,Single,Female,Tidak Beasiswa,Enrolled
